is_correct,sum_list
True,-2288;2083;1546;-4940;-1171;-1189;2333;-121;160;-2899;-411;3820;-5321;14068;-3883;1029
False,232;463;10045;-306;-2202;-319;-2676;2076;1223;1142;-4458;616;-255;-1019;-3317;-3451
False,157;-2;-5212;-3109;-54;-588;-3094;-1837;3993;12903;-1142;2408;-1720;-1035;-2277;457
True,24;2325;-701;-2371;2235;-3303;-4035;724;-1972;-1919;2855;-3447;-3426;1484;-3508;15427
True,1062;13801;-856;251;-5195;-3842;2064;575;-6258;3755;-2446;-2590;2661;929;-249;-2312
True,-210;-44;-5454;-1486;-5056;966;-706;-778;17605;-1163;20;-891;-1569;-2609;581;-1572
True,15926;1153;4251;117;-1643;-2757;1271;-4282;-554;-8411;-921;-3906;-2778;2802;-383;-322
True,790;520;-1007;-209;3513;4733;194;-2394;-3966;-6052;-629;-1344;16147;-4657;-2380;-636
True,-167;-112;-1861;-2331;12030;-1748;51;-1808;-2203;-2079;1141;585;-2679;-4012;4432;1293
True,-2031;-1149;-1386;19341;-152;-211;-2635;-325;-5037;-33;-4614;-758;-65;-2299;227;-660
True,-2171;-1043;13531;-2710;-1332;63;-1001;93;-586;-629;206;-2652;2817;251;1279;-6897
True,-303;2730;5039;675;219;-1061;-6125;16360;1211;1698;-3202;-3884;2642;-3345;2321;-7100
True,1377;15343;496;-2857;691;-3700;-4938;3607;2515;-1606;794;-1900;-3289;-4325;1028;-1320
True,947;11292;-528;1825;-4313;3218;-554;3268;1686;-372;-2309;-4418;1743;-5149;3039;-2964
True,-5758;-4693;11420;-4734;-1925;-188;2408;-432;1050;1039;403;2744;938;885;799;-2217
True,2758;-191;-2594;3936;959;-2528;-5236;-3649;-3670;-5146;18163;-3029;-910;1179;1718;-1805
True,-1460;3149;58;-6013;-538;-3518;1693;-2619;-687;-1902;402;4120;-4754;15390;-2924;1176
True,-704;911;-6154;-761;1073;149;-853;-1149;-4162;-915;10648;-1516;34;323;-2661;-321
True,-2504;-2426;1978;-4301;-2466;1389;-3408;1578;-1571;1481;9987;2811;3080;-1630;-1772;-523
True,130;3366;137;-1529;701;-4327;-3583;-104;-2950;-1277;3167;180;-4651;1566;-4122;16215
True,408;14954;2058;-985;-6660;-2552;3043;952;-5281;3852;-3255;-3202;2064;1748;-1565;-5117
True,1963;2432;-6791;-361;-4654;1260;1140;-1085;11371;-551;270;-1558;-1491;-2109;1439;-2066
True,12744;-65;2243;-1491;-3096;-638;1342;-2720;-2774;-2361;-469;-2435;-4296;2731;-1628;-847
True,2386;1205;-1208;1442;1525;1812;-4677;-7026;-2152;-5298;1468;-1036;17671;-3471;-1419;3286
True,838;-2225;-1573;-3292;15768;-1742;1416;-1954;-5636;-2796;3154;510;-3236;-3572;4282;1316
True,-1482;-2352;-1157;11127;-163;860;1195;543;-5529;-1825;-3489;-1094;251;-2467;2729;2262
True,394;1967;15667;-1794;-1726;-321;1414;-2229;-1286;-1621;-2810;-1959;3833;-3034;-2318;-6294
True,-948;2891;6987;-1063;18;-499;-4352;18351;-1250;-223;-341;-2634;2690;-4757;-3360;-10925
True,1111;15827;1320;-3142;1686;-3966;-2797;5618;819;-385;313;-4323;-1837;-6139;-1245;523
True,1004;11385;-158;1359;-5175;385;-3260;-418;2678;-2151;-1269;-2804;1196;-5877;2815;-2430
True,-5729;-4266;12985;-2652;-1287;-2249;1842;1378;2034;-1036;-1535;2635;-2795;1809;2048;-2322
True,4402;1709;-2978;5171;4926;-173;-2815;-2175;-5093;-6030;14518;-5510;-1810;-602;-407;-2403
True,-866;3249;2883;-8035;446;-2760;1856;-2761;568;-2770;-224;3725;-6365;15055;-2120;458
True,-1997;442;-6918;-945;1757;-1279;-693;-35;-3340;-1601;11392;-1011;2148;216;-2431;-2684
True,-1526;-364;-493;-3068;-830;276;-2919;652;-319;3838;14029;1098;-394;-3685;-5181;-2494
True,281;2523;-434;-3313;2092;-2343;-2010;66;-2299;-2567;3430;-657;-4829;1334;-5343;15038
True,1225;15110;930;-628;-4264;-2501;1133;-336;-4321;3797;-3894;-2299;2593;1458;-3274;-4647
True,221;11;-7782;-2246;-5165;530;1176;-1096;11047;701;-357;1031;654;-1601;3537;-710
True,13715;-1419;2602;152;-2075;-1848;3967;-1267;-1250;-3641;-633;-3811;-4729;2947;455;747
True,124;-3417;976;663;1982;1964;-4248;-7111;-2472;-5915;-1040;-1135;15594;1251;-2877;3347
True,949;-1026;-2161;-3113;15539;-1369;1908;-3366;-3024;-2773;1341;-2282;-2825;-2936;5134;2020
True,-2272;-3859;-1020;10249;1141;723;1196;3106;-2845;-134;-5721;-1721;-151;-245;3371;1598
False,-2406;617;8;-1189;13762;-276;-1321;-2339;1071;-3919;1344;226;-2309;0;941;-3759
True,-644;805;3871;-3647;-2060;-4599;-7167;14358;4603;3062;-141;-2021;3061;-3908;901;-5367
True,833;14870;2014;-3715;864;-4767;-4829;2978;-545;-5452;-132;4224;-421;-5810;-13;-357
False,17574;3694;-5375;-2067;-3123;-4213;-2295;1173;-2309;-1109;-6033;-87;1633;-320;1769;612
False,-871;-1226;-2988;-2930;-2327;-2509;5916;-2550;3176;1268;1618;-333;-2180;-992;-2684;12978
True,1907;-2187;-1424;1208;654;-2279;-3497;-2267;-4228;-4769;18217;-3959;1652;2273;837;-2624
False,437;-2527;-1974;3113;-3956;4298;-1961;-3342;857;-735;344;-2484;23608;-3173;-662;-3392
False,4208;-722;2857;-5107;-4058;-2773;4523;-4262;-3945;-722;2603;-3057;927;15726;-1129;-4199
False,730;5202;-868;2471;-4474;-3746;4045;-2340;-4045;-3301;954;-2159;750;-2438;-1699;12933
False,3443;4262;-394;3399;-3188;1869;-5859;17104;-272;-6214;-6795;761;-1410;-97;-2493;-2229
True,9715;15298;-541;-1907;-6220;-3584;3093;-1795;-5413;3173;-3426;-3633;1103;69;-4115;-5568
False,-7390;-3769;-1059;-1606;1314;-4573;3789;-1278;705;2738;1070;-2175;-2175;-1631;18613;3094
False,-1268;16519;369;1075;-2753;293;4444;-317;-4649;-5570;1603;-4587;-2029;-4096;2787;3195
True,-193;-1780;-2515;402;2011;3077;-5155;-8177;-2861;-5865;4460;-735;15127;-2069;348;4094
True,843;-3604;-3140;4153;15827;-948;1792;-2487;-4517;-3771;540;-2474;-3388;-3365;4748;743
False,692;1931;-1850;-5871;-3419;-1096;-2080;1250;122;3501;2875;-4751;-1357;13210;-6180;941
True,-2592;555;13958;-6255;-5193;-945;975;-2599;4884;-802;-602;-2263;1076;-279;-1;-6357
True,-1015;1787;3259;-1670;-358;-2790;-4107;11746;2294;2907;-1919;-1993;4393;-3140;-1810;-5578
True,808;14940;551;-2706;465;-4908;-4268;3807;131;-2215;1908;-4092;-559;-3379;352;-621
True,463;10018;800;2523;-3662;2343;-2573;386;344;-290;-2608;-3352;423;-5852;2746;-3503
True,-7924;-5971;14772;-4183;8695;-3369;1687;-165;392;-1335;-2129;1862;-2533;-247;2111;-1624
True,370;2401;-2681;2799;-1110;-3405;-4326;-523;-2833;-4536;15936;-1372;2209;1404;40;-2393
True,-2196;1977;2355;-6687;-491;-1365;31;-2663;-66;-2088;2366;4263;-5333;15508;-4067;773
False,19;-250;-59;-3736;3483;-1423;13807;-240;-3851;-7953;2678;6534;-2540;-5064;-2472;1661
True,-2611;-2097;-2510;-6002;-3884;848;-5520;2210;648;323;14452;11906;1358;-3687;-5640;-66
False,-722;-5155;-481;-4976;-2221;2858;431;423;3885;-161;16848;-2596;-1341;-3321;-2663;1391
False,19157;-1924;-5;-1120;-247;-4422;744;-6776;-2155;-630;-603;3122;1744;2031;-5309;-5744
True,1202;1447;-5878;-1044;-3344;1170;359;-494;10721;402;-17;-164;-1448;-2525;1574;-1142
True,11962;-2266;2599;-1674;-6600;917;3136;-3794;-463;-7543;-459;651;-3775;9887;-1531;634
True,-2559;-559;-379;93;-668;-3249;-2533;478;2458;-3619;2144;482;12239;-2935;-1091;73
True,1163;-1927;-722;-3980;16447;-1957;771;-1463;-3304;-3717;2617;-192;-4025;-3075;3745;-68
False,-2148;3591;-1755;-2793;-5195;3035;7292;-2289;1254;-1223;-4768;12554;-225;-248;2443;-8321
True,-2774;551;12590;-2660;3308;-589;1609;-857;-1039;-2746;1171;-2031;600;1896;-3491;-5187
True,-1513;821;3165;-2640;-3479;-2470;-3563;12145;3186;1787;136;-272;1386;-2396;608;-5776
True,-237;16261;1316;-4158;3804;-3964;-4614;3068;1180;-4858;1555;-3631;-524;-5983;1215;767
True,485;10454;1587;1406;-2604;1362;-170;1303;1224;-1688;-4063;-4467;1685;-6153;3185;-4751
True,-6868;-5768;12736;-3777;-1982;-1644;4372;-1553;3215;-2322;353;4615;-1189;1667;-372;-1444
True,1843;-1448;-2462;2791;-389;-2609;-5031;-2847;-753;-2506;16457;-789;159;1403;-815;-933
True,-2645;1581;1685;-5204;-1887;-1515;2587;-1453;135;-1794;-1358;2937;-3398;16606;-3500;-2065
True,130;3370;-6057;-1533;1527;-1918;-2199;74;-3222;-1668;10397;-1194;2026;-546;-2227;838
True,-1292;-1441;526;-3169;-412;2732;-1615;1421;1015;-2788;12974;4893;-997;-3319;-7055;606
True,1436;-15;-908;-1929;-973;-4734;-766;-1100;-1327;575;804;74;-305;1231;-831;16012
True,1023;15363;-496;1847;-4189;-3516;-769;-2520;-5910;3929;-2756;-1532;3169;1625;-2484;-4270
True,2595;1256;-6433;-1209;-4236;3021;885;-61;10611;647;-2;-554;-2646;-2962;640;-1830
True,11190;1569;7377;1497;-4373;980;3984;-2956;-898;-6847;-2751;-4365;-2795;2125;-4164;1208
True,661;-1429;-1489;1029;1434;4620;-2047;-6537;-2931;-369;-120;1019;12114;-5433;-1766;2297
True,2118;-2807;-1889;-96;14833;-2509;1714;-1339;-4826;-3093;1556;-1959;-2076;-2707;3226;2648
True,-2416;-3388;-469;11543;950;686;106;1104;-5678;-183;-5340;-304;-1067;-1323;2217;2745
False,-3884;-1468;-3642;-1964;1778;-628;-3164;2202;5651;1412;18303;3902;-1910;2126;-1206;91
False,-1463;2849;-4293;-789;-2948;17450;1631;-2869;144;1786;845;2794;-1111;-5061;-41;-2692
True,-324;15290;1051;-3053;622;-2361;-2137;4569;-1144;-490;-173;-5631;-518;-7140;569;-917
False,149;-3743;-5664;708;1502;-3876;-5835;-6500;1692;15943;-5943;-5223;5243;-1277;4129;1519
True,-6026;-2967;15982;-2162;-2439;-1155;1271;-763;1073;-59;-217;2329;-1072;598;1226;-2852
True,3375;-2882;-3118;-1498;2274;-2699;-2539;-4349;-1508;-2112;12367;4228;-25;-1064;-1805;-6759
True,-1477;3084;1586;-4948;-1596;-1388;-937;-1780;2082;278;-725;3305;-6691;17929;-5221;-387
False,-3119;-6503;2221;-4492;15687;10962;-4494;2312;3252;250;2989;-1831;-1366;-4173;375;-1260
True,1543;-140;-467;-3009;-2766;3848;-4517;-3947;2468;-371;12748;2154;646;-2044;-4883;454
True,2616;2004;6990;-987;-1641;-5094;728;-2117;-2938;-1639;-1565;-1992;-4026;4672;-6575;13646
True,-810;13428;1720;-199;-6243;-2857;1736;-176;-2261;5709;-2852;-202;6158;2648;-1216;-6230
True,-99;1535;-4321;-748;-6739;-516;-288;-1394;12843;517;-623;-338;-1070;-1418;1106;-2024
False,-601;2331;-5253;3659;-6574;-2780;-1750;14838;3323;-1229;3952;399;-1688;-3854;-2805;-5940
True,100;-1605;2329;-1429;2824;8957;-3854;-4787;-4058;-6948;-4700;-2081;17312;-5564;-2173;894
True,1378;-514;-2670;-2528;14392;-3911;2534;-2097;-5775;-1538;1731;-569;-4543;-4407;2671;237
True,-336;-1490;257;13229;-1086;798;1616;-1876;-4104;-2034;-4130;-714;-2078;-1401;1447;1640
True,-1739;-1458;10763;-4984;-1380;180;1934;-711;1159;-1625;1183;-891;-146;-3426;-3139;-6725
True,-2975;-3334;236;343;5702;-1866;8467;22223;-2943;851;-5459;-1900;3539;-4501;-4893;-708
True,212;16984;693;-3474;2461;-3664;-3073;4358;-1990;-891;1683;-4568;-286;-4857;261;68
False,-1262;-2805;-3614;6894;-830;121;-5545;-3754;-164;3300;-2726;1827;14912;1619;-2048;-7750
True,-3165;-4342;14008;-2853;-3076;-2158;1600;164;2691;-644;-975;4906;-334;650;969;-1484
True,-1121;-2664;10978;9133;4423;-4218;-7877;-4401;-6803;-6644;15676;-5955;-1068;3340;201;-3227
True,-2911;2053;1850;-7555;-1057;-1335;519;-2784;-929;-2654;612;5026;-5071;16254;-4793;477
False,20281;7125;3979;-2305;-916;-2199;909;-3113;-1949;-4196;-1747;-2953;-771;-4817;-4062;1523
False,-3968;2849;19892;-4264;5037;9329;-5425;-3647;-2443;-5029;2435;1089;-2884;1636;-6495;2208
False,283;19777;-1523;-353;-3818;-3933;4223;-5917;6622;-2365;-6201;2771;1689;-4842;2945;-5696
True,2267;14537;985;-76;-5325;-4783;-2517;-627;-6644;4614;-3173;-924;1666;1455;-3343;-4179
False,2256;1670;-1204;17150;-3142;2778;-6188;-9347;3446;-1248;-2513;-2794;-3087;-1934;-2817;-4491
False,4322;5163;-5333;84;-3358;1312;-7762;-2639;-146;-2491;-7197;2661;-3782;-534;16625;-1787
True,-1221;-1845;9381;2231;-926;-1636;-4966;-7686;-7345;-4323;8314;-3573;20843;2102;-4711;292
False,6205;16823;-1405;-6948;-3231;650;-5423;-194;-5437;-898;-6133;-2951;1517;-1177;-654;-127
False,-3211;-6798;-6411;-4867;-4020;20235;-2556;-902;4732;3964;7228;-948;-6350;-539;-2154;265
True,-1603;1426;14359;-4802;-2014;-961;457;-1931;-2683;-1375;-126;-2025;115;-2158;-3455;-5338
True,-3678;1716;3379;-4300;2631;-573;-4004;15856;2118;1353;-674;-1893;1102;-6151;-975;-8868
True,1834;15042;-171;-1980;2242;-3985;-5463;5915;-1541;-2386;27;-4757;-2530;6398;790;-2987
True,-4095;12112;4874;-2305;676;-955;-4749;-2797;2086;-2270;-3146;-1179;-2903;-3384;562;-2926
False,1519;2611;-671;3504;-4299;-3251;-3841;-4984;74;3733;16817;-1600;-3545;67;-4685;2765
True,3638;641;-2559;2505;266;-4263;-5302;-3563;-2695;-5066;13160;-3944;2342;4328;1424;-1817
False,-1642;17220;-2556;-3557;-1089;148;2417;-1991;-3589;5274;-5564;320;955;-5897;-4518;-2069
False,1889;-2052;1642;-2026;-1167;-1917;11311;-4020;-5161;-2231;4808;-5203;3896;-1016;128;-3426
True,-3238;-447;-326;-1842;-4567;412;-2394;3587;2376;-47;15153;-1105;749;-2287;-6982;-560
True,-1908;2439;530;-3195;-259;-6893;-2732;-1953;788;-81;1424;-1995;-4409;3614;-3661;17937
False,-5664;-2795;-3098;-2729;-3881;18233;3113;-4018;-2256;-1531;-2436;144;951;5011;-2459;1803
True,1046;-3220;-504;-149;-5785;2812;-1628;-295;12586;-2776;-1136;-1577;526;-4797;-1564;2397
True,13643;-59;7112;421;2490;88;-1333;-2237;-1241;-5291;-1275;-2044;-5643;-3168;-3850;11
True,2041;1203;1834;640;1472;3517;-4819;-6340;-4205;-7188;389;-1336;16182;-3740;-311;5760
False,-2618;2525;96;2167;-219;-501;-469;-1224;236;22540;-7820;-128;-3426;2906;-1289;128
False,1503;3568;-3643;3650;-1216;1877;951;-1340;-3535;-848;14293;-1823;-2054;-1585;-5204;-254
True,-5599;-80;16105;-2111;-2406;-3491;1588;-2453;-4237;1387;357;-29;1197;-3078;-3198;-3042
False,2984;2323;-2719;1198;716;-4489;14503;322;4687;-626;-1690;-2018;-4069;987;-8908;-90
True,1138;20200;799;-4226;2365;-3236;-2864;4348;-358;-2050;386;-3354;-373;-7253;-297;1528
True,-387;10918;709;1080;-4812;1516;-3010;1844;560;-1343;940;-4218;-767;-5942;7767;-4583
False,-2988;-2933;-49;1020;-2941;-2013;181;3257;440;424;-1785;-1090;-1492;-644;12088;-469
True,3346;-1201;-1728;1976;1339;-3274;-4688;-5086;-6380;-1634;19201;540;-2217;2913;-2865;-1931
True,-1687;4136;630;-4609;535;-807;3660;-733;-746;-3747;-948;4248;-7454;14935;-3592;-1059
True,3041;1390;-4625;-1136;1186;-1017;-2465;-1998;-2840;-2459;16332;-4661;942;2042;-141;-4351
False,-5535;2627;15815;3032;-3198;-1041;-3445;-3555;-4289;962;1146;-2081;2674;4956;737;-572
True,473;3746;-1304;-237;-2227;-6176;-1619;1246;-1922;-2140;-262;-3201;-4786;2351;583;13950
True,1347;15246;638;-206;-6101;-5258;2336;-3918;-5734;2427;-4271;-2768;3379;330;-851;-4339
True,2716;-692;-8379;-1729;-5899;897;-1203;5810;10702;-767;-711;-644;1480;-2352;1749;-1264
True,12393;-728;3206;1344;-4034;1562;1026;-7083;552;-4702;-1544;3905;-4657;1314;-2997;2158
True,2357;-1420;2011;-231;2228;1174;-3056;-5711;-4402;-2644;1797;-21;14083;-5891;-1296;1693
True,454;934;-2428;-2446;16330;-1553;2837;-4063;-3017;-722;2313;928;-3231;-3028;4181;76
True,-4356;-3903;-373;10554;690;355;486;292;-4397;-2188;-5187;2991;-1600;-1603;1641;5201
True,898;1593;12274;-450;443;981;2233;-859;-4238;-1088;-1813;-1589;2956;-1336;-3187;-5718
True,2653;-1253;3879;-4678;-1667;-2550;-7379;17298;1302;-1120;-1034;-3689;2693;-3273;3007;-4550
True,-1371;16192;1254;-5624;583;-3374;-5224;3356;-1141;-1874;2745;-3058;1482;-5970;1727;-1874
False,1129;71;-3463;2576;3090;-2115;-5002;-7172;162;3087;-3835;-1629;8602;-397;4138;3057
True,-3393;-2015;10986;-2216;200;821;858;832;-36;-2706;-1825;1226;993;900;-1501;-1789
True,241;-1426;-2576;1544;1664;-2377;-3408;-1691;-4862;-5605;17457;-2333;227;3991;-2887;-3063
True,-2805;4360;2331;-5743;-326;-1990;3195;-432;1302;-838;-194;3694;-4760;16797;-2950;-2172
True,2560;4876;-5460;-983;3693;-1742;-1711;-3248;-4875;-100;12653;-939;2001;808;-995;188
True,-1036;3104;2755;-6808;-3161;2553;-639;431;-1757;-2004;8893;1298;2125;-2222;-2483;-157
True,-888;3191;-1066;-2019;1732;-3401;-2592;-3770;-1437;-1495;248;-486;-3344;4432;-2544;16038
True,1554;14864;2291;-1564;-6759;-672;2842;396;-4461;1308;-2978;-873;3063;390;-4274;-3952
True,-474;2159;-7746;-1559;-2869;2065;35;-41;10178;597;-1628;-1384;-653;-752;-98;-2028
False,3468;-596;3561;-3746;-2166;327;2140;-3636;857;-4555;8320;-5607;1754;-4847;-1579;-4468
True,29;-3979;-2359;1484;596;261;-4437;-4910;-3199;-5746;-8;-1579;16016;1622;-1627;3600
True,476;-2006;-915;-3408;15761;-251;1509;-2597;-3269;-4809;664;-1247;-3077;-3616;2970;1750
True,-2528;-3743;-3634;11285;-189;-1451;-1010;3391;-3931;1079;-3124;-1644;320;614;1533;1179
False,-1836;-3714;-3095;-590;-2261;-6165;8456;-1134;1087;1808;-180;-7335;-2786;1428;19723;7338
False,2288;-4139;-7010;-2263;2523;-5738;-759;-691;-2013;-234;-2421;-5571;-2169;1645;399;17217
True,282;17915;2366;-5505;1437;-1139;-1558;5906;2370;-2337;4193;-1946;-1098;-5287;-1878;59
False,-4540;-2033;-3594;-7272;2026;-3435;-6168;-3149;6907;-470;3408;-7349;-4122;-1309;14197;-342
False,15318;-320;8147;-198;-2579;-3756;860;-1739;-72;-3484;233;175;-2131;1909;-1805;-511
True,-3915;-489;-1415;-1743;-1952;-6576;-3366;-5741;-4942;7448;20353;1964;5415;1830;-3012;-5982
False,-1626;17921;-5192;2032;-2517;870;1526;-879;-5775;-2193;-651;-5753;4084;511;-3815;-4314
False,-7312;-3308;-8757;-70;3898;-2498;4;-3863;-1031;4886;-4792;-1107;-3740;1208;3030;31624
True,-3008;-4606;-624;-5279;1023;3486;-4706;109;-3419;9248;13762;1423;-995;-5922;-5372;-2327
True,3537;-2069;2615;-1472;-1161;-9853;-7046;-6955;2868;330;4503;962;-5844;10436;4951;17422
False,1854;6623;17334;-570;1051;-821;9269;6640;-8403;-6704;-9229;-8850;-418;-10843;-6599;3499
False,-3585;-3821;678;-1065;4016;-1772;-1240;-2688;-3218;2108;-2482;-2291;-58;5820;22026;-5309
False,-4384;-1390;1252;1671;14639;2393;-3652;3302;6075;-174;-5800;-1707;-479;1934;-6309;-2667
False,16850;534;468;-1717;-1250;260;6686;4463;2776;-3977;-4706;974;1095;-10168;-5566;-7013
False,1722;-1849;1989;-1281;-4487;-5109;-3980;-1098;-585;20644;-2077;4215;-1550;-7719;-2287;3212
False,-1521;-4410;-3954;-352;-189;-5728;-4144;-917;1291;-614;12710;1247;159;2438;-3167;-6695
False,285;14910;-2491;-2920;-1623;-1689;-1093;1823;648;-3197;-3143;-3544;-552;-724;-1998;-1477
False,-2525;-540;1298;-2949;1665;1145;1615;2010;-4002;-692;2951;15175;-4131;-199;-2449;443
False,19977;-1547;-2657;-440;-355;-268;754;941;724;-4190;-4033;-2014;-6354;-523;3308;3008
False,2822;672;-41;13940;2122;1276;-53;-4535;-3912;344;-1355;23;-6417;-2280;-2897;-2203
False,-600;61;2341;-6302;-2347;-566;-7952;-4903;-1110;6696;-2363;-66;-2191;2467;20121;-1848
False,828;-2540;2116;-2229;-4295;16690;-5461;-1257;-1423;1588;-3213;-1930;-752;2370;-2681;310
False,-500;988;15877;-7396;3266;-4626;-1373;898;1540;2808;-7242;-1531;-160;-1076;-3314;-1699
True,121;-1423;-5392;1831;-6502;-4877;-7496;-1273;-1149;-1386;15348;-227;-2873;10541;488;6937
False,-3233;-429;-925;-1628;-3632;-416;2006;15782;-455;-246;-3150;947;-1360;-2492;2069;-2116
False,1220;-1926;210;-3029;-2509;-2975;-2699;-4378;3384;-500;68;926;1527;-349;15906;835
False,-2362;-3083;-1516;909;-4515;-3031;-3633;-1536;-3177;2036;1938;3559;-18;3743;13846;-3743
False,-2203;-6407;-735;964;400;-9040;-320;-2186;-1510;14691;2541;-1989;1672;764;7007;-1221
False,-9734;628;12822;-1366;9323;4286;-7564;3100;-436;-3568;-1744;-2866;-3653;-4617;-1729;-1228
True,-370;-869;-3358;-123;824;1678;-4693;-6788;4012;-4159;-1656;-2405;18366;5470;-1841;1065
False,-1322;5421;-1809;2485;-981;259;14078;3051;-2614;-2220;645;-316;-3974;-5807;-4845;1179
False,-141;2861;19511;-41;-1633;-3891;-1108;-4201;1137;-1990;-1518;-1944;-1004;-2858;-4135;-1250
True,-1292;165;12542;-2821;4;171;2795;-1695;-385;-341;-1607;-1365;1053;-480;-2325;-5332
True,-2012;463;2960;-2359;-1302;-1510;-5470;15253;2318;475;334;-2696;4326;-2607;406;-7116
True,1149;15134;848;-2287;1170;-2700;-3241;3840;63;-889;546;-4740;-3039;-6879;-457;1318
True,770;11350;-324;1608;-4344;1822;-1159;2811;797;-121;-2957;-4399;1170;-6250;2994;-3330
True,-5123;-5392;11406;-2237;-2778;-2420;2591;2069;88;-1484;-583;5123;235;927;2009;-3223
True,1793;-585;-230;2251;813;-1047;-4605;-1476;-3473;-4281;15073;-1970;491;874;-1703;-2671
True,-1848;3169;404;-7099;-799;-2475;3028;-3294;-2027;-1003;2833;2389;-3967;16502;-3643;-499
True,-1286;2477;-5625;-1479;1294;386;-1411;-1963;-2200;-2202;11946;-1744;1968;366;-1683;-601
True,-2496;-1267;2395;-3264;-1788;486;-3573;-303;733;2207;11767;3247;1894;-2924;-4408;-1161
True,-1332;1889;-11;-1770;2401;-4205;-2183;-98;-970;-1317;606;-2389;-3325;1972;-2486;14092
True,169;15372;1012;348;-4214;-3071;1498;-322;-4486;4226;-3242;-969;1012;1550;-2412;-5802
True,567;1715;-6562;-515;-4218;1838;641;-89;11295;102;-321;-1762;-1624;-1709;792;-530
True,12814;2075;3450;-334;-352;-2224;858;-3594;-2752;-3264;-656;-4471;-1437;528;-655;-77
True,1870;-2257;-276;2450;300;3528;-3500;-6076;-2678;-4182;-2081;1409;14445;-1630;-1610;3276
True,3336;-1320;-1571;-3515;15525;-1555;2795;-1612;-5683;-2019;419;-896;-3996;-2664;4040;848
True,-760;-2704;-1849;10742;-79;380;989;226;-4897;-491;-3630;-545;-577;-1524;3095;1594
True,403;1209;15278;-3577;-2550;-1737;-365;-3130;1662;-1124;863;-1898;3323;-1969;151;-3927
True,656;2528;3796;-2176;-2819;-1379;-4595;15782;743;850;-2115;-4961;5067;-1729;-2785;-8904
True,-1355;14512;-394;-1772;3131;-3133;-2840;3958;912;-2266;400;-4711;-1108;-4529;287;-1552
True,1712;10193;1458;2236;-4472;1075;-1385;2097;760;-1592;-3220;-4597;1069;-6109;3031;-4316
True,-2705;-4401;10709;-2226;-560;-5650;2116;-1414;1674;-585;317;6280;-2484;987;3825;-662
True,1502;187;-2378;671;326;-2392;-7043;-6730;-3070;-3533;17710;-753;1564;1665;693;-1806
True,-1179;1038;1719;-3672;-309;-1080;1402;-2906;-692;-2099;590;4054;-3968;12424;-2124;-779
True,397;3954;-7192;-2534;2153;-1337;-2412;-572;-2973;-1138;9303;-1220;2272;1081;-2453;-174
True,-4989;1007;-698;-3251;-2098;2135;-387;-108;1546;762;13641;4669;1768;-3364;-5229;873
True,1123;4809;222;-1824;1816;-3415;-1684;-322;-2017;-1460;-120;-3255;-3697;833;-3893;13596
True,2989;12899;713;-830;-2748;-2364;2468;-1905;-4188;3652;-2983;-2621;1433;704;-4281;-4861
True,594;1373;-7682;-589;-3483;2681;-511;332;11420;-641;-320;691;-3039;-788;494;-146
True,10900;163;3983;-1257;275;5577;3495;-4964;-688;-4889;-1752;-2351;-3126;660;-3065;-1011
True,1846;-2000;1802;2963;1753;2744;-5197;-6284;-4418;-6463;-735;-1107;13988;1242;-3339;5082
True,1563;-1088;-1909;-3211;12485;1607;1680;-2163;-3813;24;1742;-31;-2395;-4156;2118;69
True,-3353;-4128;-1789;12068;387;204;-54;1583;-5015;643;-5200;-1028;-737;132;2994;3524
False,861;17466;-1563;5760;-6163;-687;-1044;-3878;-1179;-3219;409;1543;-6405;4317;-2573;-1849
False,-5899;-1742;-3690;-95;-2377;-2095;-2144;3097;13400;-584;739;612;-1133;5046;1110;-3060
True,1233;14538;1958;-4485;-426;-2862;-2222;4021;1382;-1839;937;-4422;-1725;-5309;50;78
False,3257;783;31;12584;-335;1269;-2542;-1818;-1753;202;-7704;-1384;-2074;-4503;857;-837
False,15683;-299;-5077;-4101;6888;503;-2825;-4215;1756;2135;-1928;-4601;-2281;-1959;2807;494
True,2514;-1440;-84;2238;1778;-5669;-2986;-2205;-3744;-2642;14853;-1989;-877;1113;612;-3674
False,1485;-3034;727;5125;699;-4452;-2100;-3154;-4532;1763;-1706;2040;-358;-6127;-2480;14931
False,11531;4812;-2643;-729;31;1101;-6537;899;571;-3171;-7164;-825;-1582;607;1844;-3807
True,-2552;445;-2007;-3463;1061;259;-3702;-1021;-440;-1015;23096;1095;341;-6414;-5777;581
False,3722;-1726;-1297;-141;316;2318;-2637;-1579;-4084;-1416;13056;-484;672;-3378;-1096;1345
False,-3454;-390;-1252;14823;1142;565;-1164;-6641;3349;-3251;-1850;2866;-3675;1552;2397;-3713
True,968;906;-6823;-1286;-4227;1113;74;-595;10863;-1205;-41;66;-510;-633;2;-484
True,13961;-1020;3066;-1808;-3956;1020;1357;2705;-2120;-5793;-1340;-4391;-5828;3410;-691;-940
True,615;57;-1526;2357;2412;1129;-3410;-3642;-2708;-3622;1501;618;13795;-3813;-1252;341
True,2364;-2253;-3315;-2574;15150;-622;1750;-2390;-3420;-2620;2276;-3077;-3703;-2660;3502;276
False,2321;-2787;-5409;-146;-1750;-3087;-1115;994;13848;-5667;-3048;-1494;2716;405;4160;4732
True,-1911;-1269;15011;-2521;-1820;-4528;1624;-1031;1301;-3016;-1568;-1444;-1859;-1579;1418;-4211
